"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 13:22:33 GMT 2025","Mon Aug 18 13:22:56 GMT 2025","22688","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Mon Aug 18 13:17:35 GMT 2025","Mon Aug 18 13:17:53 GMT 2025","18431","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Mon Aug 18 13:20:40 GMT 2025","Mon Aug 18 13:20:58 GMT 2025","17533","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Mon Aug 18 13:18:08 GMT 2025","Mon Aug 18 13:18:27 GMT 2025","19074","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Mon Aug 18 13:20:20 GMT 2025","Mon Aug 18 13:20:38 GMT 2025","17651","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Mon Aug 18 13:21:43 GMT 2025","Mon Aug 18 13:22:06 GMT 2025","23150","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Mon Aug 18 13:24:14 GMT 2025","Mon Aug 18 13:24:56 GMT 2025","41814","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserDeletion","registrationPortalUserDeletion",""
"passed","Mon Aug 18 13:19:14 GMT 2025","Mon Aug 18 13:19:33 GMT 2025","19116","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Mon Aug 18 13:23:49 GMT 2025","Mon Aug 18 13:24:12 GMT 2025","23360","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Mon Aug 18 13:21:22 GMT 2025","Mon Aug 18 13:21:41 GMT 2025","18524","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Mon Aug 18 13:18:30 GMT 2025","Mon Aug 18 13:18:49 GMT 2025","18727","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Mon Aug 18 13:22:08 GMT 2025","Mon Aug 18 13:22:32 GMT 2025","23685","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","revokePortalAccess","revokePortalAccess",""
"passed","Mon Aug 18 13:22:58 GMT 2025","Mon Aug 18 13:23:21 GMT 2025","22997","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Mon Aug 18 13:21:41 GMT 2025","Mon Aug 18 13:22:06 GMT 2025","24783","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","grantPortalAccess","grantPortalAccess",""
"passed","Mon Aug 18 13:17:35 GMT 2025","Mon Aug 18 13:18:01 GMT 2025","26601","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Mon Aug 18 13:22:09 GMT 2025","Mon Aug 18 13:22:31 GMT 2025","22234","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
