"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 14 10:23:42 GMT 2025","Thu Aug 14 10:23:54 GMT 2025","12046","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Thu Aug 14 10:25:28 GMT 2025","Thu Aug 14 10:25:49 GMT 2025","21247","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Thu Aug 14 10:26:41 GMT 2025","Thu Aug 14 10:27:00 GMT 2025","19074","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Thu Aug 14 10:29:42 GMT 2025","Thu Aug 14 10:30:04 GMT 2025","21576","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Thu Aug 14 10:28:04 GMT 2025","Thu Aug 14 10:28:27 GMT 2025","23334","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Thu Aug 14 10:23:20 GMT 2025","Thu Aug 14 10:23:48 GMT 2025","27892","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Thu Aug 14 10:23:50 GMT 2025","Thu Aug 14 10:24:13 GMT 2025","22679","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Thu Aug 14 10:27:23 GMT 2025","Thu Aug 14 10:27:41 GMT 2025","17546","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Thu Aug 14 10:30:06 GMT 2025","Thu Aug 14 10:30:28 GMT 2025","21821","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Thu Aug 14 10:28:22 GMT 2025","Thu Aug 14 10:28:49 GMT 2025","26406","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","revokePortalAccess","revokePortalAccess",""
"passed","Thu Aug 14 10:29:17 GMT 2025","Thu Aug 14 10:29:40 GMT 2025","22741","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Thu Aug 14 10:27:33 GMT 2025","Thu Aug 14 10:27:51 GMT 2025","17850","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Thu Aug 14 10:30:30 GMT 2025","Thu Aug 14 10:30:51 GMT 2025","20588","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Thu Aug 14 10:27:03 GMT 2025","Thu Aug 14 10:27:21 GMT 2025","18127","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Thu Aug 14 10:25:44 GMT 2025","Thu Aug 14 10:26:03 GMT 2025","18350","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Thu Aug 14 10:23:20 GMT 2025","Thu Aug 14 10:23:39 GMT 2025","19462","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"passed","Thu Aug 14 10:30:33 GMT 2025","Thu Aug 14 10:31:15 GMT 2025","42985","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserDeletion","registrationPortalUserDeletion",""
"passed","Thu Aug 14 10:25:23 GMT 2025","Thu Aug 14 10:25:42 GMT 2025","18782","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"passed","Thu Aug 14 10:23:56 GMT 2025","Thu Aug 14 10:24:16 GMT 2025","19712","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Thu Aug 14 10:28:51 GMT 2025","Thu Aug 14 10:29:15 GMT 2025","23483","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserUpdation","registrationPortalUserUpdation",""
